form	count	lemma	gloss
ἀποστόλων	22	ἀπόστολος	an apostle, a messenger, an envoy, a delegate
χαρᾶς	22	χαρά	joy, gladness
γινώσκετε	22	γινώσκω	I come to know, learn, realize
εἰδώς	22	ὁράω	I see, look upon, experience
ὕδατος	22	ὕδωρ	water
ἡμερῶν	22	ἡμέρα	a day
λαλῆσαι	22	λαλέω	I speak, say
ἀλήθειαν	22	ἀλήθεια	truth
ὥραν	22	ὥρα	an hour, season
ἀνέβη	22	ἀναβαίνω	I go up, mount, ascend
γυναικός	22	γυνή	a woman, wife, my lady
λαβεῖν	22	λαμβάνω	I receive, take
ἑνί	22	εἷς	one
οἶδε(ν)	22	οἶδα	I know, remember
βασιλείᾳ	22	βασιλεία	kingship, sovereignty, authority, rule, kingdom
εἴπῃ	22	λέγω	I say, speak
ἐπίστευσαν	22	πιστεύω	I believe, have faith in
ζητεῖτε	22	ζητέω	I seek, search for, desire
μέλη	22	μέλος	a limb, member
ἀντί	22	ἀντί	instead of, for
Ἰούδας	22	Ἰούδας	Judah, Judas, Jude
λέγεις	22	λέγω	I say, speak
ῥῆμα	22	ῥῆμα	a thing spoken
πόλις	22	πόλις	a city
μικρόν	22	μικρός	little, small
τεσσεράκοντα	22	τεσσεράκοντα	forty
δοῦλοι	22	δοῦλος	a male slave
ἄγγελον	22	ἄγγελος	an angel, messenger
καιρόν	21	καιρός	fitting season, opportunity, time
γραφή	21	γραφή	a writing, passage of scripture, the scriptures
πρεσβυτέρων	21	πρεσβύτερος	elder
δυνάμεως	21	δύναμις	might, power, marvelous works
δόξῃ	21	δόξα	honor, renown, glory splendor
κρίμα	21	κρίμα	a judgment, verdict, lawsuit
λαλεῖν	21	λαλέω	I speak, say
προφῆται	21	προφήτης	a prophet, poet
ὥρας	21	ὥρα	an hour, season
πόλει	21	πόλις	a city
καρδίαις	21	καρδία	the heart, inner life, intention
ἔλαβε(ν)	21	λαμβάνω	I receive, take
ἀδελφῶν	21	ἀδελφός	a brother
μηδενί	21	μηδείς	no one, nothing
ἐλθόντες	21	ἔρχομαι	I come, go
πιστεύετε	21	πιστεύω	I believe, have faith in
ἐξελθών	21	ἐξέρχομαι	I go out, come out
ἔβαλε(ν)	21	βάλλω	I cast, throw, rush, put, place, drop
ἄνδρας	21	ἀνήρ	a male human being, a man
ποιήσας	21	ποιέω	I do, make
ἤγειρε(ν)	21	ἐγείρω	I wake, arouse, raise up
πρεσβύτεροι	21	πρεσβύτερος	elder
λέγουσα	21	λέγω	I say, speak
μηκέτι	21	μηκέτι	no longer
γέ	20	γέ	at least, indeed, really
ὅλην	20	ὅλος	all, the whole, entire
ἐλάλει	20	λαλέω	I speak, say
ἔρχομαι	20	ἔρχομαι	I come, go
αὐταῖς	20	αὐτός	he, she, it, they, them, same
αἵματι	20	αἷμα	blood
Ἰσαάκ	20	Ἰσαάκ	Isaac
σωτηρίας	20	σωτηρία	deliverance, salvation
πολλῷ	20	πολύς	much, many, often
δυνάμεις	20	δύναμις	might, power, marvelous works
ἀφῆκε(ν)	20	ἀφίημι	I send away, release, remit, forgive, permit
δοκεῖ	20	δοκέω	I think, seem, appear, it seems
πληρωθῇ	20	πληρόω	I fill, fulfill, complete
τινές	20	τις	any one, some one
μαθητής	20	μαθητής	a learner, disciple, pupil
ὡσεί	20	ὡσεί	as if, as it were, like, about
ἀλλήλων	20	ἀλλήλων	one another
ἱερόν	20	ἱερόν	a temple
ἐκκλησίαν	20	ἐκκλησία	an assembly, congregation, church
φυλῆς	20	φυλή	a tribe, race
παρακαλῶ	20	παρακαλέω	I summon, entreat, admonish, comfort
ἀκούειν	20	ἀκούω	I hear, listen
προσκαλεσάμενος	20	προσκαλέομαι	I summon
ἔλεος	20	ἔλεος	pity, mercy
δίκαιος	20	δίκαιος	just, righteous, impartial
ἕνεκεν	20	ἕνεκεν	for the sake of, on account of, wherefore
χειρί	20	χείρ	a hand
ἀγγέλους	20	ἄγγελος	an angel, messenger
νυνί	20	νυνί	now, already, at present
ἔρχονται	20	ἔρχομαι	I come, go
ἀπεκρίθησαν	19	ἀποκρίνομαι	I answer, reply
πότε	19	πότε	when, at what time
ἤρξαντο	19	ἄρχω	I reign, rule
ἤκουσαν	19	ἀκούω	I hear, listen
ποδῶν	19	πούς	the foot
μαρτυρίαν	19	μαρτυρία	witness, evidence, testimony
εἰρήνης	19	εἰρήνη	peace, peace of mind
οἶνον	19	οἶνος	wine
δώσει	19	δίδωμι	I offer, give
ἐκείνης	19	ἐκεῖνος	that, that one there, yonder
τιμήν	19	τιμή	a price, honor
ἔγραψα	19	γράφω	I write
οἴκῳ	19	οἶκος	a house, household
τίνι	19	τίς	who, which, what
δούλους	19	δοῦλος	a male slave
ἐντολήν	19	ἐντολή	an ordinance, injunction, command
νεκρούς	19	νεκρός	dead, a corpse
εἰσελθών	19	εἰσέρχομαι	I go in, come in, enter
ἁγίοις	19	ἅγιος	set apart, holy, sacred
μεγάλην	19	μέγας	large, great
ἀνδρί	19	ἀνήρ	a male human being, a man
ἑκάστῳ	19	ἕκαστος	each, every one
καρδία	19	καρδία	the heart, inner life, intention
χιλιάδες	19	χιλιάς	a thousand
λαλῶ	19	λαλέω	I speak, say
μόνος	19	μόνος	only, solitary, desolate
Μαρία	19	Μαρία	Mary, Miriam
ἄξιος	19	ἄξιος	worthy, worthy of, deserving
ἀκούετε	19	ἀκούω	I hear, listen
ἦτε	19	εἰμί	I am, exist
θέλει	19	θέλω	I will, wish, desire
ἐπάνω	19	ἐπάνω	on the top, above, superior to
εἶχον	19	ἔχω	I have, hold, possess
θηρίον	19	θηρίον	a wild beast, animal
τούτοις	19	οὗτος	this, he, she, it
πνεύματα	18	πνεῦμα	wind, breath, spirit
ἐζήτουν	18	ζητέω	I seek, search for, desire
πλεῖον	18	πολύς	much, many, often
μαρτύριον	18	μαρτύριον	witness, evidence, testimony
βιβλίον	18	βιβλίον	a papyrus roll
μιᾷ	18	εἷς	one
προσώπου	18	πρόσωπον	the face, countenance, surface
σωτηρίαν	18	σωτηρία	deliverance, salvation
ὤφθη	18	ὁράω	I see, look upon, experience
ὄντα	18	εἰμί	I am, exist
δίκαιον	18	δίκαιος	just, righteous, impartial
λαλεῖ	18	λαλέω	I speak, say
ἐλπίδα	18	ἐλπίς	hope, expectation
οἶκος	18	οἶκος	a house, household
ὄχλους	18	ὄχλος	a crowd
ἔθνος	18	ἔθνος	a race, people, the Gentiles
ἠγέρθη	18	ἐγείρω	I wake, arouse, raise up
θέλεις	18	θέλω	I will, wish, desire
ἀληθῶς	18	ἀληθῶς	truly, really, certainly
ἐντολάς	18	ἐντολή	an ordinance, injunction, command
ἴδιον	18	ἴδιος	one's own, private, personal
ἐκκλησίαις	18	ἐκκλησία	an assembly, congregation, church
ἀπόστολος	18	ἀπόστολος	an apostle, a messenger, an envoy, a delegate
δοῦλον	18	δοῦλος	a male slave
θέλετε	18	θέλω	I will, wish, desire
πολλάκις	18	πολλάκις	many times, often
ἐμαυτόν	18	ἐμαυτοῦ	of myself
καρδίαν	18	καρδία	the heart, inner life, intention
ὅλης	18	ὅλος	all, the whole, entire
ἀγάπης	18	ἀγάπη	love
μέχρι(ς)	18	μέχρι(ς)	as far as, until
ἐξελθόντες	18	ἐξέρχομαι	I go out, come out
ἠκολούθησαν	18	ἀκολουθέω	I accompany, attend, follow
μισθόν	18	μισθός	wages, reward
μέγα	18	μέγας	large, great
παραχρῆμα	18	παραχρῆμα	instantly, immediately
λαλοῦντος	18	λαλέω	I speak, say
ἤκουσε(ν)	17	ἀκούω	I hear, listen
ἀδελφοῖς	17	ἀδελφός	a brother
ἀπῆλθον	17	ἀπέρχομαι	I come or go away from, depart, return
ἀναστάσεως	17	ἀνάστασις	a rising again, resurrection
μήτι	17	μήτι	if not, unless
Ἰουδαίους	17	Ἰουδαῖος	Jewish
χαρά	17	χαρά	joy, gladness
ἄλλον	17	ἄλλος	other, another, different
ὡσαύτως	17	ὡσαύτως	likewise
ποιήσει	17	ποιέω	I do, make
γεγραμμένον	17	γράφω	I write
φησί(ν)	17	φημί	I say
βάπτισμα	17	βάπτισμα	the rite or ceremony of baptism
Γαλιλαίαν	17	Γαλιλαία	Galilee
ἤνοιξε(ν)	17	ἀνοίγω	I open
ἐρχόμενον	17	ἔρχομαι	I come, go
λαμβάνει	17	λαμβάνω	I receive, take
παρέδωκε(ν)	17	παραδίδωμι	I hand over, deliver, betray
δένδρον	17	δένδρον	a tree
ἐπαύριον	17	ἐπαύριον	tomorrow
Παύλῳ	17	Παῦλος	Paul
οὔ	17	οὔ	no, not
πορεύεσθαι	17	πορεύομαι	I travel, journey, go
ἀκοῦσαι	17	ἀκούω	I hear, listen
γραμματέων	17	γραμματεύς	a scribe, town-clerk, man of learning
προσελθόντες	17	προσέρχομαι	I come near, consent to
ἀδελφοῦ	17	ἀδελφός	a brother
φυλακῇ	17	φυλακή	a watching, guard, prison, imprisonment
ὦτα	17	οὖς	the ear
γένοιτο	17	γίνομαι	I come into being, am born
υἱῶν	17	υἱός	a son, descendent
ἔγνωσαν	17	γινώσκω	I come to know, learn, realize
ὅσον	17	ὅσος	how much, how great, how many
ὦ	17	ὦ	O, an exclamation
οἰκίας	17	οἰκία	a house, household
ἐρεῖ	17	λέγω	I say, speak
μία	17	εἷς	one
ὀνόματος	17	ὄνομα	name, character, reputation
μνημεῖον	17	μνημεῖον	a tomb, sepulcher
καιρός	17	καιρός	fitting season, opportunity, time
ἑκατόν	17	ἑκατόν	one hundred
οἶδας	17	οἶδα	I know, remember
Σατανᾶς	17	Σατανᾶς	an adversary, Satan
πλησίον	17	πλησίον	near, nearby, a neighbor
ἀνδρός	16	ἀνήρ	a male human being, a man
μέλλει	16	μέλλω	I am about to
κακῶς	16	κακῶς	badly, evilly
ψυχή	16	ψυχή	the soul, life, self
Σίμωνος	16	Σίμων	Simon
πυρί	16	πῦρ	fire, trials
Σίμωνα	16	Σίμων	Simon
Ἠλίας	16	Ἠλίας	Elijah
βασιλεῖς	16	βασιλεύς	a king, ruler, emperor
μεγάλης	16	μέγας	large, great
ἀρνίου	16	ἀρνίον	a lamb
μακάριος	16	μακάριος	happy, blessed
ἐξουσίᾳ	16	ἐξουσία	power, authority, weight
ἀπόστολοι	16	ἀπόστολος	an apostle, a messenger, an envoy, a delegate
τόπος	16	τόπος	a place
κἄν	16	κἄν	and if, even if
δός	16	δίδωμι	I offer, give
Καφαρναούμ	16	Καφαρναούμ	Capernaum
μέσον	16	μέσος	middle, in the middle
θηρίου	16	θηρίον	a wild beast, animal
ἐκεῖνοι	16	ἐκεῖνος	that, that one there, yonder
ἔδει	16	δεῖ	it is necessary, inevitable
εἰπεῖν	16	λέγω	I say, speak
λαλῶν	16	λαλέω	I speak, say
ἐπηρώτησε(ν)	16	ἐπερωτάω	I interrogate, question, demand of
ἀποθανεῖν	16	ἀποθνῄσκω	I am dying, am about to die
ἱμάτιον	16	ἱμάτιον	outer garment
λόγοις	16	λόγος	a word, speech, divine utterance, analogy
μυστήριον	16	μυστήριον	anything hidden, a mystery
καθήμενος	16	κάθημαι	I sit, am seated
σαββάτῳ	16	σάββατον	the Sabbath, a week
αἰτίαν	16	αἰτία	a cause, reason, charge
οὐδένα	16	οὐδείς	no one, none, nothing
διαθήκης	16	διαθήκη	a covenant, will, testament
ἀπελθών	16	ἀπέρχομαι	I come or go away from, depart, return
μέρος	16	μέρος	a part, portion
ἔχοντας	16	ἔχω	I have, hold, possess
διακονίαν	16	διακονία	waiting at table, service, ministration
ἔγνω	16	γινώσκω	I come to know, learn, realize
ἔπειτα	16	ἔπειτα	then, thereafter, afterwards
χειρῶν	16	χείρ	a hand
συνείδησιν	16	συνείδησις	the conscience
πᾶσαι	16	πᾶς	all, the whole, every kind of
οὐδέποτε	16	οὐδέποτε	never
Ἰάκωβον	16	Ἰάκωβος	James
ἐπαγγελίαν	16	ἐπαγγελία	a promise
τέκνον	16	τέκνον	a child, descendent, inhabitant
γυναικί	16	γυνή	a woman, wife, my lady
δοθήσεται	16	δίδωμι	I offer, give
τινος	16	τις	any one, some one
εὗρε(ν)	16	εὑρίσκω	I find
ἀρχιερέως	16	ἀρχιερεύς	high priest, chief priest
ἀποκτεῖναι	16	ἀποκτείνω	I put to death, kill
ἀληθής	16	ἀληθής	unconcealed, true
γνῶναι	15	γινώσκω	I come to know, learn, realize
ὀφθαλμός	15	ὀφθαλμός	the eye
ἐκείναις	15	ἐκεῖνος	that, that one there, yonder
ἄλλα	15	ἄλλος	other, another, different
προφήτας	15	προφήτης	a prophet, poet
ἀγαπᾶτε	15	ἀγαπάω	I love
ὄντος	15	εἰμί	I am, exist
συναγωγαῖς	15	συναγωγή	an assembly, congregation, synagogue
Πέτρῳ	15	Πέτρος	Peter
ἕτερος	15	ἕτερος	another, different
πέμψας	15	πέμπω	I send
ἀνέστη	15	ἀνίστημι	I raise up, set up, rise from
περιτομῆς	15	περιτομή	circumcision
ἠκολούθει	15	ἀκολουθέω	I accompany, attend, follow
πορευθέντες	15	πορεύομαι	I travel, journey, go
ἥψατο	15	ἅπτω	I kindle, light
ἀπήγγειλαν	15	ἀπαγγέλλω	I report, bring a report, announce
λαβόντες	15	λαμβάνω	I receive, take
τόπῳ	15	τόπος	a place
ἐτῶν	15	ἔτος	a year
ὅθεν	15	ὅθεν	whence, wherefore
ψυχάς	15	ψυχή	the soul, life, self
ὀφθαλμοί	15	ὀφθαλμός	the eye
δαιμόνιον	15	δαιμόνιον	an evil-spirit, demon
ἀφέντες	15	ἀφίημι	I send away, release, remit, forgive, permit
προσῆλθον	15	προσέρχομαι	I come near, consent to
διδάσκαλος	15	διδάσκαλος	a teacher
τυφλός	15	τυφλός	blind
ἔχουσα	15	ἔχω	I have, hold, possess
λοιποί	15	λοιπός	left, left behind, the remainder
διάκονος	15	διάκονος	a waiter, servant, administrator
ἐποίησαν	15	ποιέω	I do, make
μηδείς	15	μηδείς	no one, nothing
μαρτυρία	15	μαρτυρία	witness, evidence, testimony
γυναῖκες	15	γυνή	a woman, wife, my lady
φόβον	15	φόβος	fear, terror, reverence
βασιλέα	15	βασιλεύς	a king, ruler, emperor
υἱῷ	15	υἱός	a son, descendent
θανάτῳ	15	θάνατος	death
κρίσιν	15	κρίσις	judging, divine judgment
κρίσεως	15	κρίσις	judging, divine judgment
γλώσσαις	15	γλῶσσα	the tongue, a language, nation
ἤμην	15	εἰμί	I am, exist
εἶτα	15	εἶτα	then, thereafter, next
ὑπάρχων	15	ὑπάρχω	I am, exist, am in possession
ῥαββί	15	ῥαββί	Rabbi, my master, teacher
ἐκέλευσε(ν)	15	κελεύω	I command, order
πορεύου	15	πορεύομαι	I travel, journey, go
φυλακήν	15	φυλακή	a watching, guard, prison, imprisonment
ἀκούοντες	15	ἀκούω	I hear, listen
ἄφες	15	ἀφίημι	I send away, release, remit, forgive, permit
θελήματος	14	θέλημα	will, wish, desire
δότε	14	δίδωμι	I offer, give
ἐφοβήθησαν	14	φοβέομαι	I fear, am terrified
χαράν	14	χαρά	joy, gladness
κεφαλῆς	14	κεφαλή	the head
ἐπετίμησε(ν)	14	ἐπιτιμάω	I rebuke, chide, admonish, warn
Φίλιππος	14	Φίλιππος	Philip
χώραν	14	χώρα	region, land, fields
τυφλοί	14	τυφλός	blind
ἐγένοντο	14	γίνομαι	I come into being, am born
σάββατον	14	σάββατον	the Sabbath, a week
τινας	14	τις	any one, some one
ἀγαπῶν	14	ἀγαπάω	I love
ἐπίστευσε(ν)	14	πιστεύω	I believe, have faith in
ᾔδει	14	οἶδα	I know, remember
ὀργῆς	14	ὀργή	anger, wrath, passion
διάβολος	14	διάβολος	slanderous, the Slanderer, the Devil
ἱεροῦ	14	ἱερός	sacred, holy
ἤγγικε(ν)	14	ἐγγίζω	I come near, approach
Ἱεροσολύμοις	14	Ἱεροσόλυμα	Jerusalem
προσεύχεσθε	14	προσεύχομαι	I pray, pray for
πώς	14	πώς	how
πιστεύουσι(ν)	14	πιστεύω	I believe, have faith in
σκότος	14	σκότος	darkness
ἀλήθεια	14	ἀλήθεια	truth
αἰωνίου	14	αἰώνιος	eternal, unending
ἥλιος	14	ἥλιος	the sun, sunlight
μῆνας	14	μήν	a month; certainly
αἷς	14	ὅς	who, which, what, that
ζῶντος	14	ζάω	I live
δικαιοσύνῃ	14	δικαιοσύνη	justice, justness, righteousness
υἱούς	14	υἱός	a son, descendent
ἀδελφῷ	14	ἀδελφός	a brother
αὔριον	14	αὔριον	tomorrow
ἤθελε(ν)	14	θέλω	I will, wish, desire
ἀγγέλου	14	ἄγγελος	an angel, messenger
